,Year,State,Population,Deaths Per 100k,City,# Killed,# Injured,# Victims,Gun Law Rank,Safety Grade,Incident Date
1174,2021,Delaware,990334,11.55,Claymont,2,2,4,11,B,7/14/2021
1175,2021,Indiana,6805663,14.71,Indianapolis,0,4,4,28,D,7/13/2021
1176,2021,Michigan,9992427,12.82,Detroit,1,6,7,19,C,7/13/2021
1177,2021,New Jersey,8874520,4.75,Iselin,0,4,4,2,A,7/12/2021
1178,2021,Pennsylvania,12804123,12.47,Beaver Falls,2,3,5,12,C,7/12/2021
1179,2021,New York,19299981,4.03,Corona (Queens),0,4,4,4,A,7/12/2021
1180,2021,Texas,29730311,12.22,El Paso (Socorro),1,5,6,34,F,7/11/2021
1181,2021,Pennsylvania,12804123,12.47,Philadelphia,0,6,6,12,C,7/10/2021
1182,2021,Massachusetts,6912239,3.46,Boston,0,4,4,7,A,7/10/2021
1183,2021,Ohio,11714618,13.05,Springfield,1,3,4,24,D,7/10/2021
1184,2021,California,39613493,7.45,Los Angeles,0,4,4,1,A,7/9/2021
1185,2021,Connecticut,3552821,4.91,Hartford,0,4,4,3,A,7/8/2021
1186,2021,Ohio,11714618,13.05,Toledo,1,11,12,24,D,7/5/2021
1187,2021,California,39613493,7.45,Santa Rosa,1,3,4,1,A,7/5/2021
1188,2021,New York,19299981,4.03,Buffalo,1,3,4,4,A,7/5/2021
1189,2021,Illinois,12569321,10.78,Chicago,2,4,6,8,A,7/5/2021
1190,2021,California,39613493,7.45,Thermal,0,4,4,1,A,7/4/2021
1191,2021,Ohio,11714618,13.05,Cleveland,0,4,4,24,D,7/4/2021
1192,2021,Illinois,12569321,10.78,Peoria,1,3,4,8,A,7/4/2021
1193,2021,Nevada,3185786,17.84,North Las Vegas,2,7,9,15,C,7/4/2021
1194,2021,Illinois,12569321,10.78,Danville,0,4,4,8,A,7/4/2021
1195,2021,Texas,29730311,12.22,Dallas,3,3,6,34,F,7/4/2021
1196,2021,Missouri,6169038,21.34,Kansas City,0,4,4,46,F,7/4/2021
1197,2021,Texas,29730311,12.22,Dallas,0,5,5,34,F,7/4/2021
1198,2021,Texas,29730311,12.22,Fort Worth,0,8,8,34,F,7/4/2021
1199,2021,Illinois,12569321,10.78,Rantoul,0,5,5,8,A,7/4/2021
1200,2021,Nebraska,1951996,9.05,Omaha,1,4,5,18,C,7/4/2021
1201,2021,North Carolina,10701022,13.26,Chadbourn,3,1,4,24,D,7/3/2021
1202,2021,Pennsylvania,12804123,12.47,Lancaster,0,4,4,12,C,7/3/2021
1203,2021,Georgia,10830007,15.72,Swainsboro,1,3,4,32,F,7/3/2021
1204,2021,Illinois,12569321,10.78,Chicago,0,4,4,8,A,7/3/2021
1205,2021,Virginia,8603985,11.76,Norfolk,0,4,4,26,D,7/2/2021
1206,2021,Pennsylvania,12804123,12.47,Philadelphia,1,4,5,12,C,7/2/2021
1207,2021,Illinois,12569321,10.78,Champaign,1,4,5,8,A,7/2/2021
1208,2021,Illinois,12569321,10.78,Chicago,0,7,7,8,A,7/1/2021
1209,2021,South Carolina,5277830,17.51,Spartanburg,2,4,6,31,F,7/1/2021
1210,2021,Virginia,8603985,11.76,Chesapeake,2,2,4,26,D,7/1/2021
1211,2021,Illinois,12569321,10.78,Chicago,0,4,4,8,A,6/30/2021
1212,2021,Texas,29730311,12.22,Houston,3,1,4,34,F,6/30/2021
1213,2021,Louisiana,4627002,21.31,Marrero,0,4,4,32,F,6/30/2021
1214,2021,Delaware,990334,11.55,Dover,1,3,4,11,B,6/30/2021
1215,2021,Illinois,12569321,10.78,Chicago,1,5,6,8,A,6/27/2021
1216,2021,Illinois,12569321,10.78,Saint Charles,1,3,4,8,A,6/27/2021
1217,2021,Illinois,12569321,10.78,Chicago,1,10,11,8,A,6/27/2021
1218,2021,Tennessee,6944260,17.82,Memphis,3,1,4,29,D,6/27/2021
1219,2021,North Carolina,10701022,13.26,Greensboro,0,4,4,24,D,6/27/2021
1220,2021,Texas,29730311,12.22,Houston,1,3,4,34,F,6/26/2021
1221,2021,Illinois,12569321,10.78,Chicago,1,3,4,8,A,6/26/2021
1222,2021,Alabama,4934193,21.7,Fort Deposit,1,3,4,38,F,6/26/2021
1223,2021,Ohio,11714618,13.05,Columbus,0,4,4,24,D,6/25/2021
1224,2021,Illinois,12569321,10.78,Chicago,0,4,4,8,A,6/25/2021
1225,2021,New York,19299981,4.03,Bronx,0,5,5,4,A,6/25/2021
1226,2021,Florida,21944577,12.81,Gainesville,1,4,5,22,C,6/24/2021
1227,2021,Alabama,4934193,21.7,Montgomery,2,2,4,38,F,6/23/2021
1228,2021,New York,19299981,4.03,Buffalo,0,4,4,4,A,6/23/2021
1229,2021,Illinois,12569321,10.78,Chicago,0,4,4,8,A,6/23/2021
1230,2021,Illinois,12569321,10.78,Chicago,0,4,4,8,A,6/23/2021
1231,2021,Missouri,6169038,21.34,Saint Louis,3,4,7,46,F,6/21/2021
1232,2021,District of Columbia,714153,,Washington,0,4,4,,,6/21/2021
1233,2021,Virginia,8603985,11.76,Richmond,1,3,4,26,D,6/20/2021
1234,2021,California,39613493,7.45,Richmond,3,5,8,1,A,6/20/2021
1235,2021,Colorado,5893634,15.14,Aurora,1,4,5,14,C,6/20/2021
1236,2021,Florida,21944577,12.81,Wildwood,1,10,11,22,C,6/20/2021
1237,2021,Texas,29730311,12.22,Dallas,0,8,8,34,F,6/20/2021
1238,2021,Indiana,6805663,14.71,Granger,1,4,5,28,D,6/20/2021
1239,2021,New Jersey,8874520,4.75,Atlantic City,1,3,4,2,A,6/20/2021
1240,2021,Ohio,11714618,13.05,Cincinnati,1,3,4,24,D,6/20/2021
1241,2021,Alaska,724357,20.74,Anchorage,1,4,5,42,F,6/19/2021
1242,2021,Louisiana,4627002,21.31,Baton Rouge,2,4,6,32,F,6/19/2021
1243,2021,New Jersey,8874520,4.75,Newark,0,4,4,2,A,6/19/2021
1244,2021,California,39613493,7.45,Oakland,1,7,8,1,A,6/19/2021
1245,2021,Minnesota,5706398,7.79,Minneapolis,0,5,5,13,C,6/18/2021
1246,2021,Virginia,8603985,11.76,Petersburg,0,4,4,26,D,6/17/2021
1247,2021,North Carolina,10701022,13.26,Durham,2,2,4,24,D,6/17/2021
1248,2021,Ohio,11714618,13.05,Cincinnati,1,3,4,24,D,6/17/2021
1249,2021,New Jersey,8874520,4.75,Paterson,0,4,4,2,A,6/17/2021
1250,2021,Maryland,6065436,11.61,Baltimore,1,5,6,6,A,6/16/2021
1251,2021,Illinois,12569321,10.78,Chicago,0,5,5,8,A,6/15/2021
1252,2021,Illinois,12569321,10.78,Chicago,5,3,8,8,A,6/15/2021
1253,2021,Alabama,4934193,21.7,Albertville,3,2,5,38,F,6/15/2021
1254,2021,Georgia,10830007,15.72,Columbus,2,2,4,32,F,6/14/2021
1255,2021,Michigan,9992427,12.82,Lansing,2,2,4,19,C,6/14/2021
1256,2021,Florida,21944577,12.81,Boynton Beach,1,3,4,22,C,6/14/2021
1257,2021,Ohio,11714618,13.05,West Salem,1,6,7,24,D,6/13/2021
1258,2021,Kentucky,4480713,16.81,Louisville,1,3,4,46,F,6/13/2021
1259,2021,Ohio,11714618,13.05,Cincinnati,0,5,5,24,D,6/12/2021
1260,2021,Ohio,11714618,13.05,Cleveland,3,4,7,24,D,6/12/2021
1261,2021,Illinois,12569321,10.78,Chicago,1,9,10,8,A,6/12/2021
1262,2021,Texas,29730311,12.22,Austin,1,14,15,34,F,6/12/2021
1263,2021,Washington,7796941,10.32,Seattle (White Center),2,2,4,10,B,6/11/2021
1264,2021,Georgia,10830007,15.72,Savannah,2,6,8,32,F,6/11/2021
1265,2021,North Carolina,10701022,13.26,Winston Salem (Winston-salem),1,3,4,24,D,6/11/2021
1266,2021,Texas,29730311,12.22,Dallas,0,5,5,34,F,6/11/2021
1267,2021,Michigan,9992427,12.82,Detroit,1,3,4,19,C,6/10/2021
1268,2021,New York,19299981,4.03,Yonkers,0,4,4,4,A,6/10/2021
1269,2021,Illinois,12569321,10.78,Chicago,1,4,5,8,A,6/10/2021
1270,2021,Tennessee,6944260,17.82,Nashville,1,3,4,29,D,6/8/2021
1271,2021,Tennessee,6944260,17.82,Memphis,1,4,5,29,D,6/8/2021
1272,2021,Texas,29730311,12.22,Houston,0,5,5,34,F,6/8/2021
1273,2021,Ohio,11714618,13.05,Cleveland,0,6,6,24,D,6/7/2021
1274,2021,Florida,21944577,12.81,Homestead,3,3,6,22,C,6/7/2021
1275,2021,Missouri,6169038,21.34,Saint Louis,0,4,4,46,F,6/6/2021
1276,2021,North Carolina,10701022,13.26,Snow Hill,0,4,4,24,D,6/6/2021
1277,2021,Ohio,11714618,13.05,Cleveland,0,8,8,24,D,6/6/2021
1278,2021,Florida,21944577,12.81,Miami (Kendall),3,6,9,22,C,6/6/2021
1279,2021,California,39613493,7.45,Oakland,0,5,5,1,A,6/6/2021
1280,2021,Utah,3310774,13.14,Salt Lake City,1,4,5,27,D,6/6/2021
1281,2021,Illinois,12569321,10.78,Chicago,0,8,8,8,A,6/6/2021
1282,2021,Louisiana,4627002,21.31,New Orleans,0,9,9,32,F,6/5/2021
1283,2021,Indiana,6805663,14.71,Indianapolis,2,2,4,28,D,6/5/2021
1284,2021,Michigan,9992427,12.82,Muskegon,1,3,4,19,C,6/4/2021
1285,2021,Ohio,11714618,13.05,Toledo,0,4,4,24,D,6/2/2021
1286,2021,Arkansas,3033946,18.96,Magnolia,0,4,4,40,F,6/2/2021
1287,2021,Ohio,11714618,13.05,Springfield,0,6,6,24,D,6/2/2021
1288,2021,New York,19299981,4.03,Brooklyn,0,4,4,4,A,5/31/2021
1289,2021,Missouri,6169038,21.34,Saint Louis,0,4,4,46,F,5/31/2021
1290,2021,Ohio,11714618,13.05,Cleveland (Garfield Heights),1,5,6,24,D,5/31/2021
1291,2021,Alabama,4934193,21.7,Aliceville,1,4,5,38,F,5/30/2021
1292,2021,Florida,21944577,12.81,Hialeah,3,20,23,22,C,5/30/2021
1293,2021,Illinois,12569321,10.78,Chicago,0,4,4,8,A,5/30/2021
1294,2021,Texas,29730311,12.22,San Antonio,2,2,4,34,F,5/29/2021
1295,2021,Missouri,6169038,21.34,Saint Louis,1,3,4,46,F,5/29/2021
1296,2021,Florida,21944577,12.81,Miami,1,6,7,22,C,5/28/2021
1297,2021,North Carolina,10701022,13.26,Durham,0,5,5,24,D,5/27/2021
1298,2021,Illinois,12569321,10.78,Chicago,1,3,4,8,A,5/26/2021
1299,2021,California,39613493,7.45,San Jose,10,0,10,1,A,5/26/2021
1300,2021,Michigan,9992427,12.82,Inkster,2,2,4,19,C,5/24/2021
1301,2021,Ohio,11714618,13.05,West Jefferson,4,0,4,24,D,5/24/2021
1302,2021,Illinois,12569321,10.78,Chicago,0,4,4,8,A,5/23/2021
1303,2021,New York,19299981,4.03,Bay Shore,0,4,4,4,A,5/23/2021
1304,2021,New Jersey,8874520,4.75,Paterson,0,5,5,2,A,5/23/2021
1305,2021,Virginia,8603985,11.76,Norfolk,0,4,4,26,D,5/23/2021
1306,2021,South Carolina,5277830,17.51,North Charleston,1,14,15,31,F,5/22/2021
1307,2021,Delaware,990334,11.55,Wilmington,0,4,4,11,B,5/22/2021
1308,2021,Ohio,11714618,13.05,Columbus,1,5,6,24,D,5/22/2021
1309,2021,Minnesota,5706398,7.79,Minneapolis,2,7,9,13,C,5/22/2021
1310,2021,Indiana,6805663,14.71,Fort Wayne,1,4,5,28,D,5/22/2021
1311,2021,New Jersey,8874520,4.75,Bridgeton,3,11,14,2,A,5/22/2021
1312,2021,New York,19299981,4.03,Albany,1,5,6,4,A,5/21/2021
1313,2021,New Jersey,8874520,4.75,Jersey City,2,4,6,2,A,5/21/2021
1314,2021,Indiana,6805663,14.71,Evansville,1,3,4,28,D,5/20/2021
1315,2021,California,39613493,7.45,Oakland,2,5,7,1,A,5/18/2021
1316,2021,California,39613493,7.45,Hemet,1,4,5,1,A,5/18/2021
1317,2021,Ohio,11714618,13.05,Cincinnati,1,3,4,24,D,5/16/2021
1318,2021,Georgia,10830007,15.72,Atlanta,0,4,4,32,F,5/16/2021
1319,2021,Michigan,9992427,12.82,East Lansing,0,5,5,19,C,5/16/2021
1320,2021,Georgia,10830007,15.72,Columbus,0,4,4,32,F,5/16/2021
1321,2021,Georgia,10830007,15.72,Stone Mountain,1,5,6,32,F,5/16/2021
1322,2021,Alabama,4934193,21.7,Birmingham,1,4,5,38,F,5/16/2021
1323,2021,District of Columbia,714153,,Washington,1,3,4,,,5/15/2021
1324,2021,New York,19299981,4.03,Bronx,1,4,5,4,A,5/15/2021
1325,2021,Illinois,12569321,10.78,Chicago,2,3,5,8,A,5/15/2021
1326,2021,Pennsylvania,12804123,12.47,Philadelphia,0,4,4,12,C,5/14/2021
1327,2021,Georgia,10830007,15.72,Augusta,2,2,4,32,F,5/13/2021
1328,2021,District of Columbia,714153,,Washington,1,3,4,,,5/13/2021
1329,2021,Rhode Island,1061509,3.28,Providence,0,8,8,9,B,5/13/2021
1330,2021,Pennsylvania,12804123,12.47,Philadelphia,1,3,4,12,C,5/12/2021
1331,2021,Georgia,10830007,15.72,Buford,2,2,4,32,F,5/12/2021
1332,2021,Maryland,6065436,11.61,Baltimore,0,4,4,6,A,5/11/2021
1333,2021,Alabama,4934193,21.7,Montgomery,0,7,7,38,F,5/10/2021
1334,2021,Pennsylvania,12804123,12.47,Philadelphia,2,3,5,12,C,5/9/2021
1335,2021,Colorado,5893634,15.14,Colorado Springs,7,0,7,14,C,5/9/2021
1336,2021,Arizona,7520103,15.29,Phoenix,1,7,8,45,F,5/9/2021
1337,2021,California,39613493,7.45,Los Angeles,1,3,4,1,A,5/9/2021
1338,2021,South Carolina,5277830,17.51,Charleston,0,5,5,31,F,5/9/2021
1339,2021,New Jersey,8874520,4.75,Newark,0,4,4,2,A,5/9/2021
1340,2021,California,39613493,7.45,Citrus Heights,0,4,4,1,A,5/8/2021
1341,2021,California,39613493,7.45,Oakland,0,4,4,1,A,5/8/2021
1342,2021,Maryland,6065436,11.61,Gwynn Oak (Woodlawn),4,1,5,6,A,5/8/2021
1343,2021,Michigan,9992427,12.82,Detroit,0,4,4,19,C,5/8/2021
1344,2021,California,39613493,7.45,Compton,2,2,4,1,A,5/8/2021
1345,2021,Wisconsin,5852490,10.13,Milwaukee,0,4,4,21,C,5/8/2021
1346,2021,Missouri,6169038,21.34,Saint Louis (Kinloch),2,4,6,46,F,5/7/2021
1347,2021,New Jersey,8874520,4.75,Paterson,0,5,5,2,A,5/6/2021
1348,2021,Illinois,12569321,10.78,Chicago,0,4,4,8,A,5/5/2021
1349,2021,Michigan,9992427,12.82,Saginaw,1,4,5,19,C,5/3/2021
1350,2021,Ohio,11714618,13.05,Columbus,0,4,4,24,D,5/2/2021
1351,2021,Pennsylvania,12804123,12.47,Philadelphia,1,3,4,12,C,5/2/2021
1352,2021,Maryland,6065436,11.61,Baltimore,1,3,4,6,A,5/2/2021
1353,2021,Illinois,12569321,10.78,Chicago,0,5,5,8,A,5/2/2021
1354,2021,Minnesota,5706398,7.79,Saint Paul,0,4,4,13,C,5/2/2021
1355,2021,Delaware,990334,11.55,Wilmington,0,4,4,11,B,5/1/2021
1356,2021,Louisiana,4627002,21.31,New Orleans,2,4,6,32,F,5/1/2021
1357,2021,New York,19299981,4.03,New Rochelle,1,4,5,4,A,5/1/2021
1358,2021,Massachusetts,6912239,3.46,Holyoke,0,5,5,7,A,5/1/2021
1359,2021,Florida,21944577,12.81,Clewiston,1,3,4,22,C,5/1/2021
1360,2021,Georgia,10830007,15.72,Atlanta,1,5,6,32,F,4/29/2021
1361,2021,Florida,21944577,12.81,Miami,0,5,5,22,C,4/28/2021
1362,2021,North Carolina,10701022,13.26,Boone,5,0,5,24,D,4/28/2021
1363,2021,Virginia,8603985,11.76,Richmond,2,3,5,26,D,4/27/2021
1364,2021,Alabama,4934193,21.7,Fairfield,1,4,5,38,F,4/27/2021
1365,2021,Louisiana,4627002,21.31,Houma,0,5,5,32,F,4/26/2021
1366,2021,Oregon,4289439,11.68,Gresham,0,7,7,15,C,4/26/2021
1367,2021,Texas,29730311,12.22,Palestine,0,4,4,34,F,4/25/2021
1368,2021,Missouri,6169038,21.34,Kansas City,1,4,5,46,F,4/25/2021
1369,2021,Alabama,4934193,21.7,Phenix City,0,4,4,38,F,4/25/2021
1370,2021,Arkansas,3033946,18.96,Little Rock,1,3,4,40,F,4/25/2021
1371,2021,Louisiana,4627002,21.31,New Orleans,0,5,5,32,F,4/24/2021
1372,2021,California,39613493,7.45,San Diego,1,4,5,1,A,4/22/2021
1373,2021,Texas,29730311,12.22,Houston,2,4,6,34,F,4/19/2021
1374,2021,Georgia,10830007,15.72,Atlanta,0,5,5,32,F,4/19/2021
1375,2021,Wisconsin,5852490,10.13,Kenosha,3,3,6,21,C,4/18/2021
1376,2021,Michigan,9992427,12.82,Detroit,1,5,6,19,C,4/18/2021
1377,2021,Louisiana,4627002,21.31,Shreveport,0,6,6,32,F,4/18/2021
1378,2021,Alabama,4934193,21.7,Montgomery,1,4,5,38,F,4/18/2021
1379,2021,Ohio,11714618,13.05,Columbus,1,5,6,24,D,4/17/2021
1380,2021,Louisiana,4627002,21.31,La Place (Laplace),0,9,9,32,F,4/17/2021
1381,2021,Michigan,9992427,12.82,Detroit,0,4,4,19,C,4/16/2021
1382,2021,Indiana,6805663,14.71,Indianapolis,9,7,16,28,D,4/15/2021
1383,2021,District of Columbia,714153,,Washington,0,4,4,,,4/15/2021
1384,2021,Louisiana,4627002,21.31,Lake Charles,1,3,4,32,F,4/15/2021
1385,2021,Florida,21944577,12.81,Pensacola,0,6,6,22,C,4/15/2021
1386,2021,Illinois,12569321,10.78,Chicago,0,4,4,8,A,4/15/2021
1387,2021,Maryland,6065436,11.61,Baltimore,0,4,4,6,A,4/13/2021
1388,2021,Kansas,2917224,14.65,Wichita,1,3,4,43,F,4/11/2021
1389,2021,Washington,7796941,10.32,Seattle,0,4,4,10,B,4/11/2021
1390,2021,Tennessee,6944260,17.82,Memphis,1,3,4,29,D,4/10/2021
1391,2021,Michigan,9992427,12.82,Allendale,0,4,4,19,C,4/10/2021
1392,2021,Missouri,6169038,21.34,Koshkonong,1,3,4,46,F,4/10/2021
1393,2021,Connecticut,3552821,4.91,Waterbury,0,4,4,3,A,4/10/2021
1394,2021,Texas,29730311,12.22,Fort Worth,1,5,6,34,F,4/9/2021
1395,2021,Texas,29730311,12.22,Bryan,1,5,6,34,F,4/8/2021
1396,2021,South Carolina,5277830,17.51,Rock Hill,7,0,7,31,F,4/7/2021
1397,2021,Wisconsin,5852490,10.13,Milwaukee,2,3,5,21,C,4/7/2021
1398,2021,Ohio,11714618,13.05,Dayton,0,4,4,24,D,4/7/2021
1399,2021,District of Columbia,714153,,Washington,0,4,4,,,4/6/2021
1400,2021,Michigan,9992427,12.82,Detroit,1,3,4,19,C,4/6/2021
1401,2021,Illinois,12569321,10.78,Chicago,0,7,7,8,A,4/5/2021
1402,2021,Maryland,6065436,11.61,Baltimore,0,5,5,6,A,4/5/2021
1403,2021,Louisiana,4627002,21.31,Monroe,0,6,6,32,F,4/4/2021
1404,2021,Alabama,4934193,21.7,Birmingham,1,5,6,38,F,4/4/2021
1405,2021,Texas,29730311,12.22,Beaumont,0,4,4,34,F,4/4/2021
1406,2021,North Carolina,10701022,13.26,Wilmington,3,4,7,24,D,4/3/2021
1407,2021,Alabama,4934193,21.7,Tuscaloosa,0,5,5,38,F,4/3/2021
1408,2021,Texas,29730311,12.22,Allen,6,0,6,34,F,4/3/2021
1409,2021,Florida,21944577,12.81,Quincy,0,7,7,22,C,4/3/2021
1410,2021,California,39613493,7.45,Orange,4,2,6,1,A,3/31/2021
1411,2021,District of Columbia,714153,,Washington,2,3,5,,,3/31/2021
1412,2021,Ohio,11714618,13.05,Cleveland,0,7,7,24,D,3/28/2021
1413,2021,Illinois,12569321,10.78,Chicago,0,4,4,8,A,3/28/2021
1414,2021,Maryland,6065436,11.61,Essex,5,1,6,6,A,3/28/2021
1415,2021,Texas,29730311,12.22,San Antonio,0,4,4,34,F,3/28/2021
1416,2021,Illinois,12569321,10.78,Chicago,0,4,4,8,A,3/27/2021
1417,2021,Mississippi,2966407,22.81,Yazoo City,0,6,6,50,F,3/27/2021
1418,2021,Illinois,12569321,10.78,River Grove,1,3,4,8,A,3/27/2021
1419,2021,Virginia,8603985,11.76,Virginia Beach,0,9,9,26,D,3/26/2021
1420,2021,Virginia,8603985,11.76,Norfolk,0,4,4,26,D,3/26/2021
1421,2021,Tennessee,6944260,17.82,Memphis,3,2,5,29,D,3/26/2021
1422,2021,Illinois,12569321,10.78,Chicago,1,7,8,8,A,3/26/2021
1423,2021,Pennsylvania,12804123,12.47,Philadelphia,0,7,7,12,C,3/26/2021
1424,2021,Alabama,4934193,21.7,Aliceville,2,2,4,38,F,3/23/2021
1425,2021,Colorado,5893634,15.14,Boulder,10,1,11,14,C,3/22/2021
1426,2021,Michigan,9992427,12.82,Detroit,1,3,4,19,C,3/22/2021
1427,2021,Texas,29730311,12.22,Houston,0,5,5,34,F,3/20/2021
1428,2021,Texas,29730311,12.22,Dallas,1,7,8,34,F,3/20/2021
1429,2021,Pennsylvania,12804123,12.47,Philadelphia,1,5,6,12,C,3/20/2021
1430,2021,Oregon,4289439,11.68,Gresham,0,4,4,15,C,3/18/2021
1431,2021,Louisiana,4627002,21.31,New Orleans,0,4,4,32,F,3/18/2021
1432,2021,California,39613493,7.45,Stockton,0,5,5,1,A,3/17/2021
1433,2021,Georgia,10830007,15.72,Acworth,8,1,9,32,F,3/16/2021
1434,2021,Arizona,7520103,15.29,Phoenix,4,1,5,45,F,3/16/2021
1435,2021,Indiana,6805663,14.71,Indianapolis,1,4,5,28,D,3/15/2021
1436,2021,Illinois,12569321,10.78,Chicago,0,4,4,8,A,3/14/2021
1437,2021,Florida,21944577,12.81,Tampa,0,4,4,22,C,3/14/2021
1438,2021,Illinois,12569321,10.78,Chicago,2,13,15,8,A,3/14/2021
1439,2021,New York,19299981,4.03,Brooklyn,0,5,5,4,A,3/13/2021
1440,2021,Virginia,8603985,11.76,Richmond,2,4,6,26,D,3/13/2021
1441,2021,Florida,21944577,12.81,Orlando,1,3,4,22,C,3/13/2021
1442,2021,Indiana,6805663,14.71,Indianapolis,4,1,5,28,D,3/13/2021
1443,2021,North Carolina,10701022,13.26,Greensboro,1,3,4,24,D,3/12/2021
1444,2021,Texas,29730311,12.22,Austin,0,4,4,34,F,3/12/2021
1445,2021,New Mexico,2105005,20.75,Ohkay Owingeh (Chamita),1,3,4,17,C,3/11/2021
1446,2021,Pennsylvania,12804123,12.47,Philadelphia,2,2,4,12,C,3/11/2021
1447,2021,Texas,29730311,12.22,Houston,3,1,4,34,F,3/10/2021
1448,2021,Florida,21944577,12.81,Clearwater,1,3,4,22,C,3/8/2021
1449,2021,Mississippi,2966407,22.81,Edwards,0,4,4,50,F,3/7/2021
1450,2021,California,39613493,7.45,Yuba City,2,3,5,1,A,3/6/2021
1451,2021,North Carolina,10701022,13.26,Fayetteville,1,4,5,24,D,3/6/2021
1452,2021,California,39613493,7.45,Compton,1,4,5,1,A,3/5/2021
1453,2021,District of Columbia,714153,,Washington,0,5,5,,,3/4/2021
1454,2021,Pennsylvania,12804123,12.47,Erie,2,3,5,12,C,3/3/2021
1455,2021,Ohio,11714618,13.05,Cincinnati,3,3,6,24,D,2/28/2021
1456,2021,Indiana,6805663,14.71,East Chicago,0,4,4,28,D,2/28/2021
1457,2021,Delaware,990334,11.55,Dover,0,4,4,11,B,2/28/2021
1458,2021,South Carolina,5277830,17.51,Mccormick,0,4,4,31,F,2/28/2021
1459,2021,Louisiana,4627002,21.31,Shreveport,0,5,5,32,F,2/28/2021
1460,2021,Texas,29730311,12.22,Houston,0,4,4,34,F,2/28/2021
1461,2021,Mississippi,2966407,22.81,Columbus,0,4,4,50,F,2/27/2021
1462,2021,Mississippi,2966407,22.81,Pattison,2,3,5,50,F,2/27/2021
1463,2021,Louisiana,4627002,21.31,Baton Rouge,0,4,4,32,F,2/26/2021
1464,2021,Texas,29730311,12.22,Houston,1,5,6,34,F,2/26/2021
1465,2021,California,39613493,7.45,San Diego,1,3,4,1,A,2/26/2021
1466,2021,Missouri,6169038,21.34,Kennett,1,4,5,46,F,2/21/2021
1467,2021,North Carolina,10701022,13.26,Teachey,0,4,4,24,D,2/21/2021
1468,2021,Pennsylvania,12804123,12.47,Norristown (East Norriton),1,4,5,12,C,2/20/2021
1469,2021,Louisiana,4627002,21.31,Metairie,3,2,5,32,F,2/20/2021
1470,2021,Colorado,5893634,15.14,Grand Junction,1,3,4,14,C,2/20/2021
1471,2021,Illinois,12569321,10.78,Springfield,1,4,5,8,A,2/20/2021
1472,2021,Louisiana,4627002,21.31,Baton Rouge,1,3,4,32,F,2/18/2021
1473,2021,Pennsylvania,12804123,12.47,Philadelphia,0,8,8,12,C,2/17/2021
1474,2021,Florida,21944577,12.81,Saint Petersburg,3,1,4,22,C,2/16/2021
1475,2021,California,39613493,7.45,San Francisco,0,6,6,1,A,2/13/2021
1476,2021,Indiana,6805663,14.71,Indianapolis,0,4,4,28,D,2/13/2021
1477,2021,California,39613493,7.45,Oakland,0,6,6,1,A,2/13/2021
1478,2021,North Carolina,10701022,13.26,Cary,1,3,4,24,D,2/13/2021
1479,2021,Georgia,10830007,15.72,Columbus,1,4,5,32,F,2/11/2021
1480,2021,Georgia,10830007,15.72,Atlanta,0,4,4,32,F,2/10/2021
1481,2021,Texas,29730311,12.22,Houston,0,4,4,34,F,2/9/2021
1482,2021,Minnesota,5706398,7.79,Buffalo,1,4,5,13,C,2/9/2021
1483,2021,Tennessee,6944260,17.82,Murfreesboro,1,4,5,29,D,2/6/2021
1484,2021,Louisiana,4627002,21.31,Thibodaux,0,4,4,32,F,2/6/2021
1485,2021,Illinois,12569321,10.78,Bloomingdale,1,5,6,8,A,2/6/2021
1486,2021,Washington,7796941,10.32,Tacoma,1,3,4,10,B,2/6/2021
1487,2021,Pennsylvania,12804123,12.47,Mohnton,1,3,4,12,C,2/5/2021
1488,2021,Mississippi,2966407,22.81,Benoit,3,1,4,50,F,2/5/2021
1489,2021,North Carolina,10701022,13.26,High Point,2,3,5,24,D,2/4/2021
1490,2021,Colorado,5893634,15.14,Oak Creek,3,2,5,14,C,2/3/2021
1491,2021,Tennessee,6944260,17.82,Memphis,1,3,4,29,D,2/3/2021
1492,2021,Florida,21944577,12.81,Fort Lauderdale (Sunrise),3,3,6,22,C,2/2/2021
1493,2021,Oklahoma,3990443,16.71,Muskogee,6,1,7,40,F,2/2/2021
1494,2021,New York,19299981,4.03,Rochester,1,3,4,4,A,2/1/2021
1495,2021,New York,19299981,4.03,Albany,1,4,5,4,A,1/30/2021
1496,2021,Pennsylvania,12804123,12.47,Mc Kees Rocks (Mckees Rocks),2,3,5,12,C,1/29/2021
1497,2021,Michigan,9992427,12.82,Flint,1,4,5,19,C,1/28/2021
1498,2021,California,39613493,7.45,Santa Ana,0,4,4,1,A,1/27/2021
1499,2021,District of Columbia,714153,,Washington,1,4,5,,,1/25/2021
1500,2021,Indiana,6805663,14.71,Indianapolis,5,1,6,28,D,1/24/2021
1501,2021,Nevada,3185786,17.84,Las Vegas,0,5,5,15,C,1/24/2021
1502,2021,Kentucky,4480713,16.81,Covington,0,5,5,46,F,1/22/2021
1503,2021,California,39613493,7.45,Oakland,1,3,4,1,A,1/21/2021
1504,2021,Pennsylvania,12804123,12.47,Tobyhanna,0,4,4,12,C,1/18/2021
1505,2021,Arizona,7520103,15.29,Phoenix,0,5,5,45,F,1/17/2021
1506,2021,Arizona,7520103,15.29,Phoenix,1,6,7,45,F,1/17/2021
